# timestamp tx ty tz qx qy qz qw
1652440113.924743 7.912391 32.405887 -1.612395 -0.030610 -0.017679 -0.824981 0.564053
1652440114.638164 7.777484 31.995940 -1.589603 -0.029678 -0.016314 -0.803126 0.594846
1652440115.473581 7.686212 31.585121 -1.571828 -0.029372 -0.014885 -0.786092 0.617232
1652440116.254280 7.609830 31.188131 -1.550445 -0.028431 -0.014391 -0.770612 0.636508
1652440116.970217 7.546862 30.777064 -1.532135 -0.028422 -0.014119 -0.765388 0.642786
1652440117.911540 7.482433 30.342991 -1.510708 -0.028562 -0.014325 -0.767978 0.639678
1652440118.802511 7.410378 29.902128 -1.492852 -0.029681 -0.013900 -0.778517 0.626767
1652440119.804199 7.313624 29.469932 -1.472241 -0.031022 -0.014029 -0.798322 0.601268
1652440120.804601 7.179545 29.053578 -1.455486 -0.033778 -0.015035 -0.837461 0.545245
1652440121.918709 6.999638 28.683467 -1.432204 0.035419 0.015607 0.868584 -0.494029
1652440122.808618 6.781659 28.324365 -1.401812 0.036878 0.015015 0.891672 -0.450927
1652440123.807074 6.531718 28.006972 -1.378993 0.037697 0.016545 0.920602 -0.388327
1652440124.751111 6.236420 27.719558 -1.353000 0.038294 0.017387 0.939807 -0.339107
1652440125.638231 5.922632 27.449188 -1.325550 0.037596 0.017927 0.938768 -0.342024
1652440126.472492 5.616999 27.174571 -1.299305 0.037130 0.017921 0.934759 -0.352883
1652440127.422226 5.316073 26.888053 -1.272936 0.036778 0.017108 0.933974 -0.355032
1652440128.306849 4.982322 26.574424 -1.246128 0.036854 0.016773 0.935814 -0.350160
1652440129.135476 4.651857 26.271920 -1.219750 0.036652 0.016831 0.938884 -0.341862
1652440130.086387 4.324443 25.982828 -1.190984 0.036383 0.016688 0.937900 -0.344589
1652440130.969977 3.995132 25.692989 -1.165463 0.036673 0.016834 0.939283 -0.340763
1652440131.926479 3.697528 25.425350 -1.140899 0.036433 0.017545 0.935275 -0.351604
1652440132.802335 3.359602 25.103036 -1.112949 0.036735 0.017645 0.934618 -0.353310
1652440133.746787 3.020958 24.786090 -1.093573 0.037655 0.017286 0.934649 -0.353149
1652440134.634269 2.712013 24.496099 -1.066692 0.037993 0.016992 0.937754 -0.344797
1652440135.636600 2.365679 24.198721 -1.038219 0.037839 0.018291 0.943916 -0.327499
1652440136.747833 2.020341 23.916169 -1.011412 0.038603 0.017563 0.945318 -0.323380
1652440137.635793 1.670215 23.626528 -0.986221 0.039088 0.016864 0.943453 -0.328762
1652440138.579862 1.321872 23.318010 -0.961238 0.039707 0.015684 0.941910 -0.333140
1652440139.580378 0.964322 23.001558 -0.930504 0.040573 0.014229 0.942792 -0.330596
1652440140.467598 0.619028 22.714985 -0.902844 0.040478 0.014915 0.945730 -0.322077
1652440141.424060 0.287453 22.439847 -0.872308 0.040904 0.013971 0.945058 -0.324031
1652440142.302958 -0.078918 22.132878 -0.842799 0.041127 0.013512 0.943988 -0.327128
1652440143.244904 -0.430660 21.845895 -0.814473 0.041027 0.013958 0.947545 -0.316671
1652440144.300852 -0.768469 21.562201 -0.783049 0.041220 0.012720 0.942893 -0.330290
1652440145.303487 -1.113712 21.273039 -0.753045 0.041193 0.012967 0.943187 -0.329443
1652440146.300435 -1.470299 20.979756 -0.730459 0.043578 0.012228 0.948072 -0.314820
1652440147.244946 -1.815472 20.695731 -0.697968 0.043177 0.011736 0.945056 -0.323832
1652440148.132018 -2.131735 20.430847 -0.669734 0.043791 0.011483 0.944436 -0.325563
1652440149.302082 -2.461468 20.153303 -0.640360 0.044984 0.010552 0.938077 -0.343333
1652440150.301255 -2.779516 19.847287 -0.606207 0.044823 0.011241 0.929953 -0.364762
1652440151.301277 -3.095060 19.526099 -0.579153 0.045581 0.009920 0.922250 -0.383769
1652440152.253075 -3.392661 19.192734 -0.553178 0.045279 0.010380 0.913490 -0.404200
1652440153.303410 -3.672639 18.839060 -0.521975 0.045442 0.009416 0.899931 -0.433556
1652440154.425835 -3.915704 18.480564 -0.494629 0.044709 0.009119 0.881337 -0.470280
1652440155.471983 -4.118259 18.116154 -0.469667 -0.043233 -0.008559 -0.852751 0.520455
1652440156.473770 -4.290953 17.708864 -0.436600 -0.041296 -0.007727 -0.828667 0.558164
1652440157.471744 -4.410297 17.326420 -0.412094 -0.038753 -0.005628 -0.791062 0.610481
1652440158.469789 -4.476579 16.924727 -0.392738 -0.037192 -0.002131 -0.755082 0.654571
1652440159.583393 -4.528833 16.485771 -0.357949 -0.035231 -0.001916 -0.747483 0.663343
1652440160.636445 -4.561231 16.064986 -0.341502 -0.034796 -0.001442 -0.743602 0.667715
1652440161.635702 -4.603305 15.642646 -0.325131 -0.034891 -0.002007 -0.750681 0.659739
1652440162.580388 -4.648320 15.171791 -0.312373 -0.034257 -0.002115 -0.744642 0.666581
1652440163.469806 -4.678818 14.719319 -0.296374 -0.033590 -0.001307 -0.732053 0.680418
1652440164.409290 -4.700722 14.289230 -0.282661 -0.034005 -0.001311 -0.735707 0.676445
1652440165.243566 -4.729491 13.889347 -0.267166 -0.034445 -0.001606 -0.743012 0.668389
1652440166.071856 -4.772646 13.450130 -0.254089 -0.034992 -0.001769 -0.753007 0.657079
1652440166.969564 -4.814310 13.034801 -0.238548 -0.035016 -0.001639 -0.750681 0.659734
1652440167.905497 -4.844854 12.619960 -0.224958 -0.034433 -0.001580 -0.736984 0.675030
1652440168.916600 -4.871501 12.133157 -0.209684 -0.034282 -0.001695 -0.732933 0.679434
1652440169.905972 -4.902181 11.676725 -0.194433 -0.034690 -0.001551 -0.739796 0.671934
1652440170.799719 -4.938142 11.251083 -0.185071 -0.035110 -0.003008 -0.747083 0.663796
1652440171.799689 -4.976500 10.849004 -0.173247 -0.033891 -0.004070 -0.741781 0.669773
1652440172.798287 -5.014635 10.449928 -0.162747 -0.033473 -0.006136 -0.739076 0.672762
1652440173.903244 -5.038035 10.019779 -0.146018 -0.034137 -0.005459 -0.732266 0.680141
1652440174.907440 -5.056797 9.560416 -0.124594 -0.033843 -0.005137 -0.733637 0.678679
1652440175.905899 -5.087397 9.124887 -0.109018 -0.033924 -0.005552 -0.737420 0.674559
1652440176.896486 -5.120334 8.663449 -0.089978 -0.033079 -0.006323 -0.736687 0.675395
1652440177.797628 -5.151508 8.205533 -0.077708 -0.034550 -0.005950 -0.742678 0.668730
1652440178.799031 -5.189935 7.749122 -0.056926 -0.034540 -0.005762 -0.743741 0.667551
1652440179.797194 -5.221708 7.312422 -0.020299 -0.026242 -0.007422 -0.739945 0.672115
1652440180.795267 -5.250677 6.868317 -0.002562 -0.026703 -0.005910 -0.730580 0.682279
1652440181.731800 -5.255509 6.457511 0.013069 -0.025172 -0.005153 -0.713435 0.700250
1652440182.725399 -5.237092 6.056893 0.025826 -0.024350 -0.005051 -0.690503 0.722902
1652440183.963132 -5.209544 5.633628 0.037398 -0.020675 -0.007208 -0.656165 0.754300
1652440185.128865 -5.143908 5.229957 0.051632 -0.018873 -0.005228 -0.615657 0.787771
1652440186.128279 -4.994646 4.863959 0.058961 -0.014386 -0.003171 -0.536338 0.843874
1652440187.231013 -4.793925 4.571597 0.058632 -0.009326 -0.005034 -0.460068 0.887821
1652440188.402014 -4.513724 4.257392 0.059653 -0.006667 -0.003778 -0.400538 0.916248
1652440189.472265 -4.213160 3.974940 0.056038 -0.005958 -0.004917 -0.388301 0.921500
1652440190.575011 -3.909407 3.666713 0.053811 -0.008980 -0.004903 -0.401775 0.915681
1652440191.638083 -3.591649 3.325943 0.053140 -0.008206 -0.005163 -0.416983 0.908862
1652440192.633326 -3.281823 2.984269 0.052626 -0.008687 -0.004604 -0.413656 0.910380
1652440193.636251 -2.971499 2.640500 0.048984 -0.008129 -0.004794 -0.405177 0.914190
1652440194.633413 -2.669352 2.335001 0.046990 -0.008608 -0.003965 -0.386817 0.922108
1652440195.738470 -2.363159 2.041148 0.045300 -0.008132 -0.003802 -0.374547 0.927165
1652440196.634992 -2.052856 1.741447 0.046488 -0.007756 -0.003835 -0.382418 0.923949
1652440197.637581 -1.741885 1.435853 0.046600 -0.007472 -0.004173 -0.397350 0.917627
1652440198.630992 -1.453645 1.117599 0.045293 -0.009302 -0.004526 -0.435377 0.900189
1652440199.563806 -1.166155 0.778990 0.042415 -0.007712 -0.004622 -0.411697 0.911276
1652440200.631545 -0.879983 0.489049 0.040654 -0.006608 -0.004398 -0.379743 0.925058
1652440201.797328 -0.559685 0.228714 0.039691 -0.004236 -0.003426 -0.324228 0.945963
1652440203.068308 -0.238235 0.038235 0.036768 -0.004266 0.000669 -0.237857 0.971291
1652440203.906198 0.019701 -0.067140 0.032275 0.000463 0.002042 -0.150346 0.988631
1652440204.578933 0.237605 -0.108457 0.026475 0.004252 0.003486 -0.053600 0.998547
1652440210.479558 0.603413 -0.295315 0.025057 0.014804 0.002124 -0.014693 0.999780
1652440211.938500 1.047622 -0.302707 0.018230 0.017270 0.001984 -0.009140 0.999807
1652440213.088658 1.465957 -0.306569 0.010651 0.019311 0.001781 -0.024900 0.999502
1652440214.263155 1.906001 -0.316733 0.001021 0.018772 0.001580 -0.022157 0.999577
1652440215.256933 2.313902 -0.324654 -0.007373 0.014179 0.001129 -0.026292 0.999553
1652440216.311412 2.743974 -0.336730 -0.015489 0.014329 0.001169 -0.027992 0.999505
1652440217.316614 3.157402 -0.349179 -0.023685 0.013384 0.000854 -0.030457 0.999446
1652440218.480367 3.587562 -0.360627 -0.033553 0.013632 0.000761 -0.019529 0.999716
1652440219.480407 3.990327 -0.370436 -0.040510 0.013578 0.000669 -0.026042 0.999568
1652440220.478142 4.454583 -0.387154 -0.054461 0.013889 0.000572 -0.030840 0.999428
1652440221.479476 4.898104 -0.400010 -0.063666 0.013278 0.000427 -0.024508 0.999611
1652440222.602745 5.323321 -0.415626 -0.069349 0.012152 0.000266 -0.034375 0.999335
1652440223.584296 5.774532 -0.423225 -0.078030 0.014034 0.000684 -0.001310 0.999900
1652440224.649256 6.239323 -0.403214 -0.090563 0.014741 0.000607 0.007893 0.999860
1652440225.582658 6.645899 -0.387901 -0.098232 0.014276 0.000474 0.005615 0.999882
1652440226.586637 7.121384 -0.384224 -0.107928 0.014135 0.000338 -0.009405 0.999856
1652440227.643279 7.544552 -0.395465 -0.118357 0.013405 -0.000055 -0.037282 0.999215
1652440228.643513 7.971314 -0.420013 -0.128474 0.011329 -0.000362 -0.046961 0.998832
